Время: 04/05/2017 21:14:47 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,657189805832314| Всего: 0,657189805832314| Состояние: OK 
Время: 04/19/2017 18:52:55 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00162626077496738| Всего: 3,22939132799832| Состояние: NOLOAD 
Время: 04/19/2017 18:52:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000229760678592027| Всего: 3,22962108867691| Состояние: NOLOAD 
Время: 04/19/2017 18:53:01 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00173957656684312| Всего: 3,23136066524375| Состояние: NOLOAD 
Время: 04/19/2017 18:53:04 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000688096834667072| Всего: 3,23204876207842| Состояние: NOLOAD 
Время: 04/19/2017 18:53:07 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 7,33860396190481E-05| Всего: 3,23212214811804| Состояние: NOLOAD 
Время: 04/19/2017 18:53:12 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00738821145025464| Всего: 3,23951035956829| Состояние: NOLOAD 
Время: 04/19/2017 18:53:13 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00781613829443983| Всего: 3,24732649786273| Состояние: NOLOAD 
Время: 04/19/2017 18:53:16 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00180720586413853| Всего: 3,24913370372687| Состояние: NOLOAD 
Время: 04/19/2017 18:53:19 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00216401998520085| Всего: 3,25129772371207| Состояние: NOLOAD 
Время: 04/19/2017 18:53:22 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00839220685809488| Всего: 3,25968993057016| Состояние: NOLOAD 
Время: 04/19/2017 18:53:25 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00898865581443005| Всего: 3,26867858638459| Состояние: NOLOAD 
Время: 04/19/2017 18:53:28 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00841282237712891| Всего: 3,27709140876172| Состояние: NOLOAD 
Время: 04/19/2017 18:53:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00887184175144501| Всего: 3,28596325051317| Состояние: NOLOAD 
Время: 04/19/2017 18:53:34 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00851998596383258| Всего: 3,294483236477| Состояние: NOLOAD 
Время: 04/19/2017 18:53:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00109952492224962| Всего: 3,29558276139925| Состояние: NOLOAD 
Время: 04/19/2017 18:53:40 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00589495287085648| Всего: 3,30147771427011| Состояние: NOLOAD 
Время: 04/19/2017 18:53:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00522079790254161| Всего: 3,30669851217265| Состояние: NOLOAD 
Время: 04/19/2017 18:53:46 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000762592414749131| Всего: 3,3074611045874| Состояние: NOLOAD 
Время: 04/19/2017 18:53:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00165347062593953| Всего: 3,30911457521334| Состояние: NOLOAD 
Время: 04/19/2017 18:53:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00588677577948513| Всего: 3,31500135099283| Состояние: NOLOAD 
Время: 04/19/2017 18:53:56 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00960081468317696| Всего: 3,32460216567601| Состояние: NOLOAD 
Время: 04/19/2017 18:53:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000167688503939513| Всего: 3,32476985417995| Состояние: NOLOAD 
Время: 04/19/2017 18:54:01 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00477099031897774| Всего: 3,32954084449893| Состояние: NOLOAD 
Время: 04/19/2017 18:54:04 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000977232940950074| Всего: 3,33051807743988| Состояние: NOLOAD 
Время: 04/19/2017 18:54:07 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00417663600955933| Всего: 3,33469471344944| Состояние: NOLOAD 
Время: 04/19/2017 18:54:10 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00309464262476873| Всего: 3,33778935607421| Состояние: NOLOAD 
Время: 04/19/2017 18:54:13 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00371032805354815| Всего: 3,34149968412776| Состояние: NOLOAD 
Время: 04/19/2017 18:54:16 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00470986975576257| Всего: 3,34620955388352| Состояние: NOLOAD 
Время: 04/19/2017 18:54:19 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00893246605476945| Всего: 3,35514201993829| Состояние: NOLOAD 
Время: 04/19/2017 18:54:22 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0072672603685722| Всего: 3,36240928030686| Состояние: NOLOAD 
Время: 04/19/2017 18:54:25 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00408898912560613| Всего: 3,36649826943247| Состояние: NOLOAD 
Время: 04/19/2017 18:54:28 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00765350417590398| Всего: 3,37415177360837| Состояние: NOLOAD 
Время: 04/19/2017 18:54:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00553173935764085| Всего: 3,37968351296601| Состояние: NOLOAD 
Время: 04/19/2017 18:54:34 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0014895028115667| Всего: 3,38117301577758| Состояние: NOLOAD 
Время: 04/19/2017 18:54:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00902495453554436| Всего: 3,39019797031312| Состояние: NOLOAD 
Время: 04/19/2017 18:54:41 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00890589530528798| Всего: 3,39910386561841| Состояние: NOLOAD 
Время: 04/19/2017 18:54:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00689066645078858| Всего: 3,4059945320692| Состояние: NOLOAD 
Время: 04/19/2017 18:54:46 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00533791183742597| Всего: 3,41133244390663| Состояние: NOLOAD 
Время: 04/19/2017 18:54:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00370810230900911| Всего: 3,41504054621564| Состояние: NOLOAD 
Время: 04/19/2017 18:54:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000841981554795979| Всего: 3,41588252777044| Состояние: NOLOAD 
Время: 04/19/2017 18:54:55 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00853379854864152| Всего: 3,42441632631908| Состояние: NOLOAD 
Время: 04/19/2017 18:54:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00207943113617573| Всего: 3,42649575745526| Состояние: NOLOAD 
Время: 04/19/2017 18:55:01 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00427440720809363| Всего: 3,43077016466335| Состояние: NOLOAD 
